,Car_Name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_rupee
1259,Toyota Land Cruiser VX,"56,000 kms",Diesel,Automatic,1st Owner,2018,1197 cc,5 Seats,1.58 Crore
1260,Maruti Ciaz VXi,"50,001 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats,5.50 Lakh
1261,Maruti Swift VXI 2018,"56,681 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,5.60 Lakh
1262,Maruti Baleno Alpha,"2,755 kms",Petrol,Manual,1st Owner,2022,2179 cc,7 Seats,9.80 Lakh
1263,Maruti Baleno 1.2 Alpha,"46,201 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats,6.50 Lakh
1264,Mahindra XUV500 W10 2WD,"85,001 kms",Diesel,Manual,1st Owner,2016,1993 cc,5 Seats,9.50 Lakh
1265,Hyundai Grand i10 AT Asta,"64,836 kms",Petrol,Automatic,1st Owner,2015,1197 cc,5 Seats,4.65 Lakh
1266,Mercedes-Benz C-Class C 220d,"4,000 kms",Diesel,Automatic,1st Owner,2022,1353 cc,5 Seats,62 Lakh
1267,Hyundai Grand i10 Nios AMT Sportz,"24,057 kms",Petrol,Automatic,1st Owner,2020,1956 cc,7 Seats,6.90 Lakh
1268,Hyundai Creta SX Turbo Dualtone,"49,559 kms",Petrol,Automatic,1st Owner,2020,1497 cc,5 Seats,16.95 Lakh
1269,Tata New Safari XZA Plus AT,"10,289 kms",Diesel,Automatic,1st Owner,2022,1956 cc,5 Seats,23.50 Lakh
1270,Honda City i VTEC CVT VX,"64,000 kms",Petrol,Automatic,1st Owner,2016,1451 cc,5 Seats,7.75 Lakh
1271,MG Hector Smart Diesel MT BSIV,"54,001 kms",Diesel,Manual,2nd Owner,2019,1798 cc,5 Seats,14.50 Lakh
1272,MG Hector Sharp DCT,"27,779 kms",Petrol,Automatic,1st Owner,2021,1396 cc,5 Seats,18.25 Lakh
1273,Skoda Octavia 1.8 TSI AT Style Plus,"70,000 kms",Petrol,Automatic,1st Owner,2017,2499 cc,5 Seats,13.49 Lakh
1274,Hyundai Creta 1.4 CRDi S,"70,000 kms",Diesel,Manual,1st Owner,2017,1498 cc,5 Seats,8.35 Lakh
1275,Lexus NX 300h Luxury,"49,000 kms",Petrol,Automatic,1st Owner,2019,2925 cc,5 Seats,48 Lakh
1276,Volkswagen Polo 1.5 TDI Trendline,"1,15,000 kms",Diesel,Manual,1st Owner,2016,1462 cc,6 Seats,4.10 Lakh
1277,Mercedes-Benz S-Class S 350 d,"13,000 kms",Diesel,Automatic,2nd Owner,2014,1353 cc,5 Seats,47.75 Lakh
1278,Maruti XL6 Alpha AT,"35,000 kms",Petrol,Automatic,1st Owner,2021,1798 cc,5 Seats,12 Lakh
1279,Kia Seltos GTX Plus DCT,"3,900 kms",Petrol,Automatic,2nd Owner,2021,2925 cc,7 Seats,18.95 Lakh
1280,Toyota Corolla Altis G AT,"63,000 kms",Petrol,Automatic,1st Owner,2014,1968 cc,5 Seats,8.95 Lakh
1281,Mercedes-Benz GLS 400d 4MATIC,"15,000 kms",Diesel,Automatic,2nd Owner,2020,2143 cc,5 Seats,1.17 Crore
1282,Audi A4 2.0 TDI,"60,000 kms",Diesel,Automatic,1st Owner,2014,1998 cc,5 Seats,11.49 Lakh
1283,Mercedes-Benz C-Class C 220 CDI Avantgarde,"23,000 kms",Diesel,Automatic,1st Owner,2013,2993 cc,5 Seats,12.45 Lakh
1284,BMW 5 Series 530i M Sport,"6,000 kms",Petrol,Automatic,1st Owner,2022,1968 cc,5 Seats,66 Lakh
1285,BMW X5 xDrive 30d xLine,"25,000 kms",Diesel,Automatic,1st Owner,2020,1950 cc,5 Seats,83 Lakh
1286,Audi Q3 2.0 TDI Quattro Premium Plus,"64,000 kms",Diesel,Automatic,2nd Owner,2014,1461 cc,5 Seats,12.50 Lakh
1287,Mercedes-Benz C-Class Progressive C 200,"17,000 kms",Petrol,Automatic,1st Owner,2018,2184 cc,4 Seats,36 Lakh
1288,Renault Duster 110PS Diesel RxS AMT,"40,000 kms",Diesel,Automatic,2nd Owner,2016,1198 cc,5 Seats,6.95 Lakh
1289,Mahindra Thar LX 4-Str Convert Top Diesel AT,"30,000 kms",Diesel,Automatic,1st Owner,2020,1451 cc,5 Seats,18.75 Lakh
1290,Honda Brio S MT,"79,000 kms",Petrol,Manual,1st Owner,2012,1199 cc,5 Seats,2.60 Lakh
1291,MG Hector Sharp DCT,"26,000 kms",Petrol,Automatic,1st Owner,2020,2967 cc,7 Seats,17 Lakh
1292,Honda Amaze S Petrol,"25,102 kms",Petrol,Manual,1st Owner,2019,1198 cc,5 Seats,6.40 Lakh
1293,Audi Q7 45 TDI Quattro Technology,"65,000 kms",Diesel,Automatic,1st Owner,2017,1197 cc,5 Seats,46 Lakh
1294,Volkswagen Polo Petrol Comfortline 1.2L,"35,000 kms",Petrol,Manual,1st Owner,2014,1991 cc,5 Seats,3.90 Lakh
1295,Hyundai Grand i10 Magna,"33,000 kms",Petrol,Manual,2nd Owner,2014,2987 cc,7 Seats,3.40 Lakh
1296,Mercedes-Benz GLC 300 4MATIC Sport,"29,000 kms",Petrol,Automatic,1st Owner,2019,1998 cc,5 Seats,48.10 Lakh
1297,Mercedes-Benz GLS 350d Grand Edition,"45,000 kms",Diesel,Automatic,2nd Owner,2016,2499 cc,5 Seats,59.50 Lakh
1298,BMW X3 xDrive 30i Luxury Line,"25,500 kms",Petrol,Automatic,1st Owner,2018,2755 cc,7 Seats,45 Lakh
1299,Lexus NX 300h Luxury,"48,000 kms",Petrol,Automatic,1st Owner,2019,1995 cc,5 Seats,48.25 Lakh
1300,Toyota Fortuner 2.8 4WD MT BSIV,"1,00,000 kms",Diesel,Manual,1st Owner,2017,1498 cc,5 Seats,24.45 Lakh
1301,BMW 5 Series 520d Luxury Line,"29,000 kms",Diesel,Automatic,1st Owner,2019,1198 cc,5 Seats,48 Lakh
1302,Nissan Sunny XV,"83,000 kms",Petrol,Manual,1st Owner,2012,2498 cc,7 Seats,2.85 Lakh
1303,Nissan Micra XV,"57,000 kms",Petrol,Manual,1st Owner,2011,2143 cc,5 Seats,2 Lakh
1304,Mahindra Thar 4X4,"59,000 kms",Diesel,Manual,2nd Owner,2014,2179 cc,5 Seats,5.90 Lakh
1305,Mercedes-Benz GLE 250d,"45,000 kms",Diesel,Automatic,1st Owner,2019,2179 cc,5 Seats,56 Lakh
1306,Land Rover Range Rover Evoque 2.2L Prestige,"69,000 kms",Diesel,Automatic,2nd Owner,2014,2987 cc,7 Seats,25.90 Lakh
1307,Land Rover Range Rover Evoque 2.2L Prestige,"69,000 kms",Diesel,Automatic,1st Owner,2015,5950 cc,4 Seats,29.90 Lakh
1308,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,"79,000 kms",Diesel,Automatic,3rd Owner,2015,2143 cc,5 Seats,34.90 Lakh
1309,Bentley Flying Spur W12,"44,000 kms",Petrol,Automatic,1st Owner,2013,2967 cc,5 Seats,68.90 Lakh
1310,Mercedes-Benz GLC 220d 4MATIC Sport,"69,000 kms",Diesel,Automatic,1st Owner,2017,2755 cc,7 Seats,38.90 Lakh
1311,Audi A6 3.0 TDI Quattro Premium Plus,"68,000 kms",Diesel,Automatic,2nd Owner,2013,1796 cc,5 Seats,11.25 Lakh
1312,Toyota Fortuner 2.8 2WD MT BSIV,"60,000 kms",Diesel,Manual,1st Owner,2019,2477 cc,7 Seats,31 Lakh
1313,Mercedes-Benz C-Class C 200 CGI Elegance,"86,000 kms",Petrol,Automatic,1st Owner,2011,1197 cc,5 Seats,8.25 Lakh
1314,Mitsubishi Pajero Sport 4X2 AT Dual Tone,"39,000 kms",Diesel,Automatic,1st Owner,2017,1198 cc,5 Seats,16.45 Lakh
1315,Hyundai Grand i10 Nios Magna,"12,000 kms",Petrol,Manual,2nd Owner,2020,1999 cc,5 Seats,6.25 Lakh
1316,Honda Amaze EX i-Vtech,"85,000 kms",Petrol,Manual,1st Owner,2014,1248 cc,5 Seats,3.60 Lakh
1317,Land Rover Discovery Sport TD4 HSE,"1,20,000 kms",Diesel,Automatic,1st Owner,2016,2996 cc,7 Seats,29.50 Lakh
1318,Maruti SX4 S Cross Zeta DDiS 200 SH,"90,000 kms",Diesel,Manual,1st Owner,2018,2993 cc,5 Seats,7.51 Lakh
1319,Mercedes-Benz GLS 400 4MATIC,"80,000 kms",Petrol,Automatic,1st Owner,2017,1248 cc,5 Seats,62.50 Lakh
1320,BMW X5 xDrive 30d Expedition,"34,000 kms",Diesel,Automatic,1st Owner,2019,1451 cc,6 Seats,56.50 Lakh
1321,Maruti Ciaz VDi Plus,"72,000 kms",Diesel,Manual,1st Owner,2015,1950 cc,5 Seats,4.65 Lakh
1322,MG Hector Plus Sharp DCT,"18,000 kms",Petrol,Automatic,1st Owner,2021,2143 cc,5 Seats,19 Lakh
1323,Mercedes-Benz C-Class Progressive C 200,"11,000 kms",Petrol,Automatic,1st Owner,2021,1595 cc,5 Seats,47.90 Lakh
1324,Mercedes-Benz E-Class E250 CDI Avantgarde,"60,625 kms",Diesel,Automatic,2nd Owner,2016,1197 cc,5 Seats,25.90 Lakh
1325,Mercedes-Benz A Class A180 Sport,"68,000 kms",Petrol,Automatic,1st Owner,2017,4663 cc,5 Seats,17 Lakh
1326,Maruti Baleno 1.2 CVT Delta,"75,000 kms",Petrol,Automatic,1st Owner,2016,1968 cc,5 Seats,5.25 Lakh
1327,Mercedes-Benz S-Class S 500 L,"70,000 kms",Petrol,Automatic,2nd Owner,2015,2987 cc,7 Seats,49 Lakh
1328,Audi Q3 2.0 TDI Quattro Premium Plus,"73,000 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats,15.89 Lakh
1329,Mercedes-Benz GLS 350d 4MATIC,"65,000 kms",Diesel,Automatic,1st Owner,2017,2995 cc,5 Seats,58.85 Lakh
1330,Audi Q3 35 TDI Quattro Premium Plus,"70,011 kms",Diesel,Automatic,1st Owner,2015,2755 cc,7 Seats,17.50 Lakh
1331,Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,"40,000 kms",Petrol,Automatic,1st Owner,2019,1968 cc,5 Seats,1.92 Crore
1332,Toyota Innova Crysta 2.8 ZX AT BSIV,"67,011 kms",Diesel,Automatic,1st Owner,2017,1497 cc,5 Seats,17.50 Lakh
1333,Skoda Yeti Ambition 4X2,"1,03,000 kms",Diesel,Manual,1st Owner,2013,1998 cc,5 Seats,3.25 Lakh
1334,Honda City i-VTEC CVT ZX,"50,000 kms",Petrol,Automatic,2nd Owner,2017,1197 cc,5 Seats,9.49 Lakh
1335,Volvo XC60 B5 Inscripition,"7,000 kms",Petrol,Automatic,1st Owner,2022,3198 cc,7 Seats,68.50 Lakh
1336,Maruti Swift Dzire VXI 1.2,"30,000 kms",Petrol,Manual,1st Owner,2019,1991 cc,5 Seats,6.40 Lakh
1337,Ford Endeavour Titanium Plus 4X4,"44,000 kms",Diesel,Automatic,1st Owner,2018,1353 cc,5 Seats,31.49 Lakh
1338,Mercedes-Benz GLC 300 4MATIC Sport,"28,500 kms",Petrol,Automatic,1st Owner,2019,1248 cc,5 Seats,48 Lakh
1339,Hyundai Creta SX Opt Turbo,"8,000 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats,19.75 Lakh
1340,Maruti Swift VDI,"60,000 kms",Diesel,Manual,1st Owner,2019,1197 cc,5 Seats,5.90 Lakh
1341,Honda City V AT,"70,000 kms",Petrol,Automatic,2nd Owner,2012,1995 cc,5 Seats,3.94 Lakh
1342,Maruti Ignis 1.2 Alpha BSIV,"80,000 kms",Petrol,Manual,1st Owner,2018,1497 cc,5 Seats,4.35 Lakh
1343,BMW X1 sDrive 20d xLine,"25,000 kms",Diesel,Automatic,1st Owner,2019,796 cc,5 Seats,30 Lakh
1344,Honda City V MT,"2,000 kms",Petrol,Manual,1st Owner,2022,2694 cc,7 Seats,10.50 Lakh
1345,Maruti Alto 800 LXI,"35,000 kms",Petrol,Manual,1st Owner,2018,2987 cc,5 Seats,3.20 Lakh
1346,Toyota Innova Crysta 2.7 ZX AT,"26,000 kms",Petrol,Automatic,1st Owner,2018,2184 cc,4 Seats,20 Lakh
1347,Maserati Ghibli Diesel BSIV,"12,000 kms",Diesel,Automatic,1st Owner,2016,1197 cc,5 Seats,66 Lakh
1348,Mahindra Thar LX 4-Str Convert Top Diesel AT,"13,001 kms",Diesel,Automatic,1st Owner,2022,2143 cc,5 Seats,17.75 Lakh
1349,Hyundai Xcent 1.2 VTVT S,"60,000 kms",Petrol,Manual,2nd Owner,2019,1199 cc,5 Seats,4.75 Lakh
1350,Mercedes-Benz C-Class C 220 CDI Avantgarde,"37,000 kms",Diesel,Automatic,2nd Owner,2015,2498 cc,6 Seats,21.50 Lakh
1351,Honda Jazz 1.2 V AT i VTEC,"27,200 kms",Petrol,Automatic,1st Owner,2017,1462 cc,5 Seats,6.90 Lakh
1352,Mahindra Thar CRDe,"46,365 kms",Diesel,Manual,1st Owner,2017,1461 cc,5 Seats,7.72 Lakh
1353,Maruti Ciaz Alpha BSIV,"82,496 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats,8.72 Lakh
1354,Renault Duster 110PS Diesel RxL AMT,"73,656 kms",Diesel,Automatic,1st Owner,2016,1493 cc,7 Seats,6.51 Lakh
1355,Maruti Ciaz ZDi SHVS,"92,530 kms",Diesel,Manual,1st Owner,2016,1368 cc,5 Seats,5.43 Lakh
1356,Mahindra TUV 300 mHAWK100 T8,"68,364 kms",Diesel,Manual,2nd Owner,2017,1197 cc,5 Seats,6.58 Lakh
1357,Jeep Compass 1.4 Sport,"30,224 kms",Petrol,Manual,1st Owner,2018,1462 cc,5 Seats,12.61 Lakh
1358,Maruti Baleno 1.2 Alpha,"88,658 kms",Petrol,Manual,1st Owner,2017,2498 cc,6 Seats,5.85 Lakh
1359,Maruti Vitara Brezza ZXI,"26,396 kms",Petrol,Manual,1st Owner,2020,998 cc,5 Seats,10.53 Lakh
1360,Mahindra Thar CRDe,"60,020 kms",Diesel,Manual,1st Owner,2017,1462 cc,5 Seats,7.46 Lakh
1361,Maruti Alto K10 2010-2014 VXI,"55,107 kms",Petrol,Manual,1st Owner,2014,796 cc,5 Seats,2.68 Lakh
1362,Maruti Ciaz Alpha AT,"3,925 kms",Petrol,Automatic,1st Owner,2022,1197 cc,5 Seats,12.43 Lakh
1363,Maruti Alto 800 LXI,"21,949 kms",Petrol,Manual,1st Owner,2017,1598 cc,5 Seats,3.23 Lakh
1364,Maruti Swift Dzire VXI,"41,899 kms",Petrol,Manual,1st Owner,2016,1497 cc,5 Seats,5 Lakh
1365,Nissan Terrano XL P,"30,000 kms",Petrol,Manual,1st Owner,2018,2400 cc,5 Seats,7.25 Lakh
1366,Honda City i-VTEC V,"28,000 kms",Petrol,Manual,1st Owner,2018,1950 cc,5 Seats,8.65 Lakh
1367,Volvo XC60 D5 Inscription,"20,000 kms",Diesel,Automatic,1st Owner,2021,1950 cc,5 Seats,61 Lakh
1368,Mercedes-Benz GLC 220d 4MATIC,"24,000 kms",Diesel,Automatic,1st Owner,2020,1798 cc,5 Seats,56.50 Lakh
1369,Mercedes-Benz GLE 300d,"13,000 kms",Diesel,Automatic,1st Owner,2021,998 cc,5 Seats,89 Lakh
1370,Skoda Superb Style 1.8 TSI AT,"54,000 kms",Petrol,Automatic,1st Owner,2017,1248 cc,5 Seats,21.75 Lakh
1371,Maruti Alto K10 VXI,"30,555 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats,3.15 Lakh
1372,Maruti Ciaz VDi Plus SHVS,"1,19,878 kms",Diesel,Manual,1st Owner,2015,1248 cc,5 Seats,4.78 Lakh
1373,Hyundai i20 1.2 Magna Opt,"84,557 kms",Petrol,Manual,1st Owner,2011,1997 cc,7 Seats,2.43 Lakh
1374,Maruti Ciaz VDi Option SHVS,"96,528 kms",Diesel,Manual,1st Owner,2017,999 cc,5 Seats,5.36 Lakh
1375,Mahindra XUV500 W10 1.99 mHawk,"44,081 kms",Diesel,Manual,1st Owner,2017,1248 cc,5 Seats,11.24 Lakh
1376,Renault Kiger RXT AMT,"6,494 kms",Petrol,Automatic,1st Owner,2021,998 cc,5 Seats,7.75 Lakh
1377,Maruti Swift VDI BSIV,"1,18,631 kms",Diesel,Manual,1st Owner,2014,1198 cc,5 Seats,3.40 Lakh
1378,Maruti Alto K10 VXI,"47,133 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,3.51 Lakh
1379,Honda Amaze S i-VTEC,"94,025 kms",Petrol,Manual,1st Owner,2017,998 cc,5 Seats,4.56 Lakh
1380,Hyundai i20 Magna 1.2,"68,841 kms",Petrol,Manual,1st Owner,2016,1582 cc,5 Seats,5.02 Lakh
1381,Hyundai Venue SX Plus Turbo DCT BSIV,"31,952 kms",Petrol,Automatic,1st Owner,2019,998 cc,5 Seats,10.46 Lakh
1382,Hyundai Creta 1.6 CRDi SX,"66,518 kms",Diesel,Manual,2nd Owner,2019,1582 cc,5 Seats,11.30 Lakh
1383,Hyundai Venue SX Plus Turbo DCT BSIV,"26,684 kms",Petrol,Automatic,2nd Owner,2019,1199 cc,5 Seats,10.53 Lakh
1384,Hyundai Creta 1.6 CRDi SX,"38,280 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,7.90 Lakh
1385,Tata Tiago 1.2 Revotron XZ,"96,392 kms",Petrol,Manual,1st Owner,2017,2179 cc,7 Seats,3.77 Lakh
1386,Maruti Swift Dzire 1.2 ZXi BSIV,"92,613 kms",Petrol,Manual,1st Owner,2011,1498 cc,5 Seats,2.86 Lakh
1387,Mahindra Scorpio S7 120,"40,011 kms",Diesel,Manual,1st Owner,2018,1396 cc,5 Seats,11.78 Lakh
1388,Honda City i DTEC VX,"98,772 kms",Diesel,Manual,2nd Owner,2015,1248 cc,5 Seats,5.33 Lakh
1389,Hyundai i20 Asta 1.4 CRDi,"38,931 kms",Diesel,Manual,1st Owner,2013,1396 cc,5 Seats,3.50 Lakh
1390,Maruti Swift LDI BSIV,"82,392 kms",Diesel,Manual,1st Owner,2017,2179 cc,7 Seats,4.27 Lakh
1391,Hyundai i20 1.4 Asta,"96,805 kms",Diesel,Manual,1st Owner,2017,998 cc,5 Seats,5.72 Lakh
1392,Mahindra Scorpio S5 BSIV,"68,307 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats,9.98 Lakh
1393,Maruti Wagon R LXI BS IV,"30,404 kms",Petrol,Manual,1st Owner,2016,1248 cc,5 Seats,3.75 Lakh
1394,Maruti Baleno 1.2 Alpha,"36,438 kms",Petrol,Manual,2nd Owner,2018,2179 cc,7 Seats,6.30 Lakh
1395,Maruti Swift VDI BSIV,"1,15,206 kms",Diesel,Manual,1st Owner,2015,1451 cc,5 Seats,3.76 Lakh
1396,Mahindra XUV500 W6 2WD,"1,04,537 kms",Diesel,Manual,1st Owner,2015,1995 cc,5 Seats,6.23 Lakh
1397,MG Hector Sharp DCT,"29,827 kms",Petrol,Automatic,2nd Owner,2019,1968 cc,5 Seats,16.13 Lakh
1398,BMW 3 Series Luxury Edition,"9,200 kms",Diesel,Automatic,1st Owner,2020,2755 cc,7 Seats,44.50 Lakh
1399,Audi Q3 35 TDI Quattro Premium Plus,"39,356 kms",Diesel,Automatic,1st Owner,2015,3198 cc,7 Seats,17.50 Lakh
1400,Toyota Innova Crysta 2.8 GX AT BSIV,"55,000 kms",Diesel,Automatic,1st Owner,2017,2755 cc,7 Seats,15.75 Lakh
1401,Ford Endeavour 3.2 Titanium AT 4X4,"80,000 kms",Diesel,Automatic,1st Owner,2018,2987 cc,5 Seats,28.75 Lakh
1402,Toyota Innova Crysta 2.8 GX AT BSIV,"55,000 kms",Diesel,Automatic,1st Owner,2019,1248 cc,5 Seats,19.45 Lakh
1403,Mercedes-Benz S-Class S 350 CDI,"18,000 kms",Diesel,Automatic,1st Owner,2017,1497 cc,5 Seats,71.50 Lakh
1404,Maruti Vitara Brezza VDi AMT,"43,000 kms",Diesel,Automatic,1st Owner,2018,814 cc,5 Seats,7.50 Lakh
1405,Hyundai Creta EX,"1,000 kms",Petrol,Manual,1st Owner,2021,2143 cc,5 Seats,12.73 Lakh
1406,Hyundai EON Era Plus,"67,885 kms",Petrol,Manual,1st Owner,2013,998 cc,5 Seats,2.30 Lakh
1407,Mercedes-Benz C-Class 220 CDI AT,"40,000 kms",Diesel,Automatic,1st Owner,2013,1396 cc,5 Seats,13.75 Lakh
1408,Hyundai EON 1.0 Era Plus,"48,421 kms",Petrol,Manual,1st Owner,2013,1197 cc,5 Seats,2.30 Lakh
1409,Hyundai i20 Active 1.4 S,"1,10,000 kms",Diesel,Manual,1st Owner,2018,1582 cc,5 Seats,6.50 Lakh
1410,Maruti Swift Dzire VXI,"49,000 kms",Petrol,Manual,1st Owner,2014,1498 cc,5 Seats,4.25 Lakh
1411,Hyundai Verna 1.6 SX,"75,000 kms",Diesel,Manual,1st Owner,2013,1150 cc,5 Seats,4.50 Lakh
1412,Ford Ecosport 1.5 DV5 MT Titanium,"71,000 kms",Diesel,Manual,1st Owner,2014,1968 cc,5 Seats,4.10 Lakh
1413,Chevrolet Aveo U-VA 1.2,"78,000 kms",Petrol,Manual,2nd Owner,2009,1248 cc,7 Seats,"90,000"
1414,Audi A6 35 TDI,"68,000 kms",Diesel,Automatic,1st Owner,2016,1198 cc,5 Seats,24.50 Lakh
1415,Maruti Ertiga ZDI,"94,944 kms",Diesel,Manual,1st Owner,2015,1493 cc,5 Seats,5.18 Lakh
1416,Honda Amaze S Option i-VTEC,"6,357 kms",Petrol,Manual,1st Owner,2017,1497 cc,5 Seats,4.71 Lakh
1417,Hyundai Venue SX Opt Executive Diesel,"24,237 kms",Diesel,Manual,1st Owner,2022,1199 cc,5 Seats,10.24 Lakh
1418,Kia Seltos HTX IVT G,"28,000 kms",Petrol,Automatic,1st Owner,2021,2755 cc,7 Seats,16.50 Lakh
1419,Honda Amaze E Petrol,"10,282 kms",Petrol,Manual,1st Owner,2020,2982 cc,7 Seats,5.89 Lakh
1420,Toyota Innova Crysta 2.8 ZX AT BSIV,"1,11,337 kms",Diesel,Automatic,1st Owner,2018,1995 cc,5 Seats,17.10 Lakh
1421,Toyota Fortuner 4x2 Manual,"1,27,429 kms",Diesel,Manual,1st Owner,2014,1461 cc,5 Seats,12.62 Lakh
1422,BMW 5 Series 520d Sport Line,"55,000 kms",Diesel,Automatic,2nd Owner,2018,1197 cc,5 Seats,40.50 Lakh
1423,Nissan Sunny Diesel XL,"61,034 kms",Diesel,Manual,2nd Owner,2015,1120 cc,5 Seats,3.39 Lakh
1424,Maruti Swift AMT ZXI,"76,036 kms",Petrol,Automatic,2nd Owner,2018,1968 cc,5 Seats,5.64 Lakh
1425,Hyundai Grand i10 CRDi Sportz,"65,000 kms",Diesel,Manual,2nd Owner,2014,1396 cc,5 Seats,2.75 Lakh
1426,Audi Q5 30 TDI quattro Premium,"80,000 kms",Diesel,Automatic,3rd Owner,2015,2755 cc,7 Seats,14.75 Lakh
1427,Hyundai Venue SX Opt Diesel BSIV,"64,104 kms",Diesel,Manual,1st Owner,2019,1582 cc,5 Seats,9.82 Lakh
1428,Toyota Innova Crysta 2.8 GX AT BSIV,"1,16,378 kms",Diesel,Automatic,1st Owner,2018,998 cc,5 Seats,15.76 Lakh
1429,Hyundai Verna 1.6 CRDi SX,"42,234 kms",Diesel,Manual,2nd Owner,2016,2179 cc,7 Seats,5.60 Lakh
1430,Hyundai Venue SX Opt iMT,"10,000 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats,11.50 Lakh
1431,Mahindra XUV500 W6 2WD,"49,812 kms",Diesel,Manual,2nd Owner,2013,1198 cc,5 Seats,4.44 Lakh
1432,Maruti Ignis Sigma,"2,294 kms",Petrol,Manual,1st Owner,2022,2967 cc,5 Seats,5.02 Lakh
1433,Skoda Fabia 1.2 MPI Ambiente,"94,679 kms",Petrol,Manual,5th Owner,2010,1248 cc,5 Seats,1.17 Lakh
1434,Audi Q5 3.0 TDI Quattro Technology,"35,000 kms",Diesel,Automatic,1st Owner,2015,998 cc,5 Seats,21 Lakh
1435,Maruti Ciaz ZDi,"57,122 kms",Diesel,Manual,1st Owner,2014,1186 cc,5 Seats,4.76 Lakh
1436,Maruti Wagon R VXI BS IV,"25,122 kms",Petrol,Manual,1st Owner,2017,1582 cc,5 Seats,3.32 Lakh
1437,Hyundai Grand i10 1.2 CRDi Magna,"60,000 kms",Diesel,Manual,2nd Owner,2017,1197 cc,5 Seats,3.50 Lakh
1438,Hyundai Creta 1.6 SX Automatic Diesel,"36,000 kms",Diesel,Automatic,2nd Owner,2020,1396 cc,5 Seats,14.25 Lakh
1439,Maruti Baleno Delta,"38,736 kms",Petrol,Manual,1st Owner,2020,2694 cc,7 Seats,6.31 Lakh
1440,Hyundai i20 Asta 1.4 CRDi,"1,30,432 kms",Diesel,Manual,1st Owner,2014,1798 cc,5 Seats,3.81 Lakh
1441,Toyota Fortuner 2.7 2WD AT,"44,000 kms",Petrol,Automatic,2nd Owner,2019,2967 cc,5 Seats,31 Lakh
1442,Audi A6 35 TFSI Matrix,"30,000 kms",Petrol,Automatic,1st Owner,2018,1086 cc,5 Seats,36.75 Lakh
1443,Audi Q5 3.0 TDI Quattro,"68,000 kms",Diesel,Automatic,3rd Owner,2011,2179 cc,7 Seats,9.95 Lakh
1444,Hyundai i10 Magna 1.1L,"38,000 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats,2.25 Lakh
1445,Mahindra XUV500 R W10 FWD,"65,000 kms",Diesel,Manual,1st Owner,2015,2179 cc,7 Seats,8.90 Lakh
1446,Maruti Swift Dzire VXI 1.2 BS IV,"65,000 kms",Petrol,Manual,1st Owner,2019,1368 cc,5 Seats,6.50 Lakh
1447,Mahindra Scorpio S5,"12,001 kms",Diesel,Manual,1st Owner,2022,1991 cc,5 Seats,15.85 Lakh
1448,Jeep Compass 1.4 Sport Plus BSIV,"23,000 kms",Petrol,Manual,1st Owner,2019,2967 cc,7 Seats,13.75 Lakh
1449,Mercedes-Benz E-Class Expression E 200 BSIV,"65,000 kms",Petrol,Automatic,1st Owner,2018,1198 cc,5 Seats,44 Lakh
1450,Audi Q7 45 TDI Quattro Premium Plus,"43,000 kms",Diesel,Automatic,2nd Owner,2014,1969 cc,5 Seats,18.75 Lakh
1451,Honda Brio S MT,"25,000 kms",Petrol,Manual,1st Owner,2012,1995 cc,4 Seats,2.65 Lakh
1452,Volvo XC60 Inscription D5,"7,500 kms",Diesel,Automatic,1st Owner,2020,1198 cc,6 Seats,60 Lakh
1453,BMW 6 Series GT 620d Luxury Line 2019-2021,"50,000 kms",Diesel,Automatic,1st Owner,2020,2359 cc,5 Seats,60.50 Lakh
1454,Mahindra KUV 100 NXT G80 K8 Dual Tone,"36,000 kms",Petrol,Manual,1st Owner,2017,1968 cc,5 Seats,4.35 Lakh
1455,Hyundai Sonata 2.4 GDi MT,"86,000 kms",Petrol,Manual,1st Owner,2012,2987 cc,7 Seats,4.75 Lakh
1456,Audi Q3 2.0 TDI Quattro Premium Plus,"56,500 kms",Diesel,Automatic,1st Owner,2014,1196 cc,5 Seats,13 Lakh
1457,Mercedes-Benz GLS 350d 4MATIC,"70,000 kms",Diesel,Automatic,2nd Owner,2016,1582 cc,5 Seats,52 Lakh
1458,Ford Figo Petrol ZXI,"68,000 kms",Petrol,Manual,1st Owner,2013,1950 cc,5 Seats,2.65 Lakh
1459,Hyundai Verna CRDi 1.6 AT SX Plus,"63,500 kms",Diesel,Automatic,1st Owner,2017,1991 cc,5 Seats,10 Lakh
